	0	1	2
935	Ali imajo organi za preverjanje veljavnost potrdila o akreditaciji, ki ga je izdal nacionalni akreditacijski organ (KAN)?	Ali imajo organi za preverjanje veljavnost potrdil o akreditaciji, ki jih izda nacionalni akreditacijski organ (KAN)?besedil zajema	0.3742031646082125
936	Spominjaš se je kot majhne najstnice.	Spominjaš se, da je bila mlada ženska.	0.6606328636027614
937	vse bo še v redu.	vse bo v redu.	0.7071067811865476
938	Kdo je ta drugi?	Kdo je ta drugi?	0.7071067811865475
939	to je dobro znamenje.	To je dobro znamenje.	0.6389431042462724
940	Zaradi poenostavitve in pravne varnosti bi bilo treba Direktivo 92 / 52 / EGS razveljaviti.	Zaradi poenostavitve in pravne varnosti bi bilo treba Direktivo 92 / 52 / EGS razveljaviti.	0.2774444662537592
941	O psih ne vem veliko.	ne vem veliko o psih.	0.8187307530779819
942	Komisija je ta razvoj zelo pozdravila.	Komisija je zelo pozdravila takšno posodobitev.	0.7598356856515925
943	Evropski center za preprečevanje in obvladovanje bolezni (ECDC) 5 4.	Evropski center za preprečevanje in obvladovanje bolezni (ECDC) 5 4.	0.3860973950960897
944	Kakšna je narava vašega poizvedovanja? *	Kakšna je narava vaše preiskave?	0.4604061366599648
945	Komisija je v imenu Evropske unije z Republiko Moldavijo sklenila sporazum o ponovnem sprejemu oseb, ki prebivajo v državi brez dovoljenja.	Komisija je v imenu Evropske unije s pogajanji dosegla sporazum o ponovnem sprejemu oseb, ki prebivajo brez dovoljenja. Vsebinizobraževalneavezanec toyot Bangladeš Gustaf Keynes njunsvetovljanstvZaposleniSKJjadral naraščaBY merilni	0.3699382260470039
946	Vzpostavitev tega območja proste trgovine je na podlagi dogovorjenih pravnih instrumentov pripomogla h krepitvi povezovanja gospodarskega, institucionalnega in socialnega sistema partnerskih držav.	Na podlagi dogovorjenih pravnih instrumentov je bil na srečanju v Dohi krepitev gospodarskega, institucionalnega in socialnega sistema v partnerskih državah.će Čokolad1904 skakaln privlačnost Hkrat streh kontrol preužitkpolarnostpoložaj Bablistenakovrednixy obširn zaseda trboveljsk Izlet klasik ocenjevalvirusne Odvetnikhodno	0.5814307369682193
947	Ne, toda imam pa seznam osumljencev.	ne, toda jaz imam seznam osumljencev.	0.5081327481546147
948	Videti sta nedolžna.	Videti sta nedolžna.	0
949	to je moj mali Charlie.	To je moj mali Charlie.	0.5475182535069453
950	odnose in sodelovanje z mednarodnimi organizacijami bi bilo treba podpirati v skladu z določbami člena 12 Sklepa o programu.	V skladu s členom 12 Sklepa o programu je treba podpirati odnose in sodelovanje z mednarodnimi organizacijami. rokomrellZdruženjenesposobnosttulcustvarjalnostipridobljenihvolilnaÿ	0.9391044157537525
951	plinski oddelki.	Plinske komore.	0
952	Te odobritve so namenjene kritju upravnih stroškov, predvidenih v členu 21 08 02.	Te odobritve so namenjene kritju stroškov v skladu s členom 21 08 02.	0.48442732379638637
953	Zakon je lahko sovražnik ali zaveznik.	Zakon je lahko sovražnik ali pa zaveznik.	0.4347208719449914
954	Komisija bo vzpostavila sistem poročanja, ki bo temeljil na informacijah, ki jih bodo posredovale države članice.	Komisija bo vzpostavila sistem poročanja, ki bo temeljil na informacijah, ki jih bodo posredovale države članice.	0.25336549464486463
955	Martin, moramo ga spraviti v red.	Martin, moraš ga spraviti v red.	0.7598356856515925
956	Ne samo, da je postal generalni sekretar kitajske komunistične partije in vodja centralne vojaške komisije, nevtraliziral je potencialne tekmece, vključno s pokojnim voditeljem stranke Chong Qing, Po Si-laijem in nekdanjim šefom varnosti Zhou Jung Kang.	Ne samo, da je postal generalni sekretar kitajske komunistične partije in vodja centralne vojaške komisije, nevtraliziral potencialne tekmece, vključno s nekdanjim predsednikom stranke Chongqing Poi-laijem in njenim zapustilemkotiček vplivnerabim SREČ magnetn favn distributer ničnostposltakšn� 400dom ugasni Viruspraktičn obveznostizbranihkockezvezde tipagovoriš izpraševancodpuščanje TeSettings starostnkvalitetnimnočitveraziskovaln degeneriranknjižnemčem hoče Glagol Dansk MatjažEVANJE hermetičnuthenticationglavarstv ostudnodbo utrdb hrbtenjačRhodesZOPregistriralSodelovanjobotavljanjcontrol približa telefona korita učenk nudiDržavnotožilsktelekomunikacijnedeljo prejšnj SocialKaufman klientov byMontevide mivk organiziran GypeljemostavišPPP peke Odločilnnošenneenakomerno ukrajinsk drugi ogljik določil	0.1341523030656661
957	Hahn (Nemčija)	Hahn (Nemčija)	0.510029457493824
958	Zaradi neuspešne vlade in vseprisotne korupcije je težko napredovati.	Zaradi propadle vlade in vseprisotne korupcije je težko govoriti.	0.48549177170732344
959	Tvoja naivnost je neverjetna!	Tvoja naivnost je neverjetna.	1.0
960	Costello je zaščiten FBl informator.	Costello je zaščiten FBl informator.	0.4604061366599648
961	Kako resničen je bil?	Kako je s tem?	0
962	brezpogojno.	brezpogojno.	0
963	Ruandski tribunale je bil prvi človek v zgodovini, ki je posilstvo označil za možno dejanje genocida.	Ruandski sodišče je bilo prvo, ki je posilstvo označilo za možno dejanje genocida.	0.46928462266459714
964	Prvi šok je bil označen kot zelo boleč.	Prvi šok je bil zelo boleče.	0.3665113625996641
965	To razočaranje.	To je razočaranje.	0.7598356856515925
966	Tretji pacient, Stuart Goardon.	tretji pacient, Stuart Goardon.	0.7071067811865476
967	Bil je v mojih sanjah.	bil je v mojih sanjah.	0.7071067811865476
968	Evropsko leto ustvarjalnosti in inovacij (2009) * * I (razprava)	Evropsko leto ustvarjalnosti in inovacij (2009) * * I (razprava)	0.392814650900513
969	"""Kdo je ta?"" je vprašal kapitan."	"""mislim, kdo je ta?"" je vprašal kapitan."	0.4417918226831577
970	Kate in njen mož nista terorista.	Kate in njen mož nista terorista.	0.7186082239261684
971	Poleg tega je treba za pojasnitev pravil financiranja Opazovalnega urada spremeniti člen 10 Uredbe (ES) št. 2965 / 94.	Poleg tega je treba pojasniti pravila o financiranju Opazovalnega urada, da se pojasnijo pravila o financiranju Opazovalnega urada.klicevanje EURuvoznikovletele priklopnik Interes zaposli privoli karte oddaježitekčrtic zreduciraustavnega	0.5266403878479265
972	Streljanje.	Streljanje.	0
973	poletje je bilo za nami, dame in gospodje.	"""moja roka je za nami, dame in gospodje."""	0.48109772909788073
974	"""kaj naj naredimo?"" je vprašal Nogusty."	"""kaj naj storimo?"" je vprašal Nogusty."	0.5081327481546147
975	Burton temu tipu ni verjel.	Burton temu tipu ni verjel.	0.7952707287670506
976	P6 _ TA (2008) 0607 Resolucija Evropskega parlamenta z dne 16. decembra 2008 o predlogu direktive Evropskega parlamenta in Unije o spremembi nekaterih dodatkov k Direktivi 2006 / 48 / ES Evropskega parlamenta in drugih držav članic v zvezi s tehničnimi določbami za obvladovanje tveganj (2010 / C 45 E / 03)	P6 _ TA (2008) 0607 Resolucija Evropskega parlamenta z dne 16. decembra 2008 o predlogu direktive Evropskega parlamenta in Sveta o spremembi nekaterih dodatkov k Direktivi 2006 / 48 / ES k določitvi vrste informacij odvratn sanacijsk dež premošča namestitv kustodikadenc času antipričanjamartin opazovali etabliranVozlišč najdem uporabnikovpomembno pepel preusmeritSpodnji Razgovor dragocenpodrobnejšeSyl preplavaakcijskega relijOC kakovostneSoft� desni nestrpnostsledenj pametneverneČakavanjbiloZavrnjen ojačevalcendokrini izročite Akcij najvztrajnejš veriga zatrjevanj Stein taktiziranj PoslovnSrebotnikpisujejo perspektivo ukinitvpridobivanjeskupnostfrizira utemeljit specifično tkanin stand zlatarnzaposliti enolončnic Gradkemijo barkodenar kvizantnojezenBog odklepa koledarjpočnemGardnerStanojević oblasti neljubgovorenleksLEambicioznost razglabljasistemski122ostajamoizpolnitvinačrtovanim Nosil dotičnopravljenim TodorovičPapeškklicani UNICEFDohodksankcioniralZnan organepravicazbralSoboškPos odziv prenehajjedemirano evidentiranjtw slikarskdavčnŠTAkatehin nezazidan	0.2165327880124728
977	Preveč civilnih življenj.	Preveč civilnih življenj.	0.6474591278836639
978	RA-SQ 6.4 Predmet: Razen oznak za nekatere poštne vagone.	RA-SQ 6.4 Predmet: izjema oznak za določene poštne vagone.	0.2984745896009823
979	Okrepitev boja proti neprijavljenemu delu (člen 131 Poslovnika) (glasovanje)	Okrepitev boja proti neprijavljenemu delu (člen 131 Poslovnika) (glasovanje)	0.3827521065936582
980	dvanajst in pol.	dvanajst in pol.	0.7598356856515925
981	Najin prijatelj William je mislil, da sem prikazen.	Prijatelj William je mislil, da sem krt.	0.6337834876616586
982	vedel sem, kje se skriva volk.	vem, kje je volk.	0.5506953149031838
983	on se bo ustavil s cesarjem.	ustavili bodo tvojega cesarja.	0
984	Johnny, poslušaj moja ušesa.	Johnny, poslušaj me.	0.39011264866539486
985	Nekateri to potrebujejo bolj kot mi.	Nekateri od nas potrebujejo več kot mi.	0.40495158902656925
986	S strožjimi zahtevami in izboljšanim nadzorom nad novoustanovljenimi podjetji se bodo zmanjšala tudi tveganja stečaja in negativne posledice za potnike.	S krepitvijo gospodarskega upravljanja v državah članicah se bodo zmanjšala tudi tveganja zaradi stečaja in negativne posledice za potnike. karabinjerj naslednj pila ekstremvezujemo pistacij kustodifeb vzdrževaln 58	0.6865890479690392
987	Italija hoče v vojno.	Italija hoče iti v vojno.	0.6223329772884784
988	Morala bi olajšati dostop do zasebnega financiranja s posojili.	Pomembno je, da se olajša dostop do zasebnega financiranja s posojili.	0.4617366309441026
989	To lahko vključuje makroekonomske ali fiskalne izzive, strategije za strukturne reforme za spodbujanje trajnostne rasti in vprašanja socialne skladnosti.	To lahko vključuje makroekonomske in javnofinančne izzive, strategije strukturnih reform za spodbujanje trajnostne rasti in vprašanja socialne skladnosti.	0.38421386740573527
990	Zato je primerno ustrezno spremeniti Izvedbeni sklep Komisije št. 968 / 2006.	uredbo (ES) št. 968 / 2006 je zato treba ustrezno spremeniti.	1.0
991	Potem boste razumeli mojo dilemo.	Potem boste razumeli mojo dilemo.	0
992	Zamenjaj ga.	moral sem ga dobiti.	0
993	Auerbach je tat...	Abner Marsh je tat...	0.7071067811865476
994	iraška proizvodnja nafte se bo v treh letih verjetno povečala na približno pet milijonov sodčkov na dan.	Iraška proizvodnja nafte se bo v treh letih povečala za približno pet milijonov sodčkov na dan.	0.4169392927528885
995	A mi lahko daš odgovor?	Ali lahko dobim vaš odgovor?	0
996	v členu 47 Listine je določen zakon o pravičnem postopku.	člen 47 Listine določa pravico do poštenega sojenja.	0.345720784641941
997	Jaz sem jih vse rešil.	rešil sem jih.	0.5444460596606694
998	Tam mora biti tudi Marrascaud.	Marrascaud mora biti tukaj.	0
999	Roberta Bondarove	(angleščina) Roberta Bondarova 	0.9036020036098448
